row_id,true_label,pred_xgb,pred_cnn,llm_verdict,llm_pred,llm_confidence,llm_agrees_with,key_features,rationale,parse_status,error
72715,0,0,1,MALICIOUS,1,0.95,cnn,"[""parent_child_rarity"", ""lifetime_seconds"", ""events_per_second"", ""seq_length"", ""ephemeral_privileged""]","Privilege state: process real UID is root and effective UID is root with no UID change, but parent_child_rarity is unusual. | Mechanism: no setuid/setgid execution, but exec_count is higher than benign and attack populations. | Behavioural anomaly: high failed_call_rate and parent_child_rarity near 1 -- a rare exec chain with frequent syscall errors. | Benign-explanation test: short lifetime and high syscall throughput argue against a routine admin script or health-check. | Decide: the high failed_call_rate and unusual exec chain support the CNN's malicious classification.",ok,
73425,0,0,1,MALICIOUS,1,0.95,cnn,"[""parent_child_rarity"", ""lifetime_seconds"", ""events_per_second"", ""seq_length"", ""ephemeral_privileged""]","Privilege state: process real UID is root and effective UID is root with no UID change, but parent_child_rarity is unusual. | Mechanism: no setuid/setgid execution, but exec_count is higher than benign and attack populations. | Behavioural anomaly: high failed_call_rate and parent_child_rarity near 1 -- a rare exec chain with frequent syscall errors. | Benign-explanation test: short lifetime and high syscall throughput argue against a routine admin script or health-check. | Decide: the high failed_call_rate and unusual exec chain support the CNN's malicious classification.",ok,
75296,1,0,1,MALICIOUS,1,0.95,cnn,"[""failed_call_rate"", ""exec_count"", ""parent_child_rarity"", ""lifetime_seconds"", ""unique_syscalls""]","Privilege state: UID and EUID are both root with no UID change, but a high failed_call_rate suggests attempts to access restricted resources. | Mechanism: No setuid/setgid execution, but a rare exec chain with a high exec_count and unique_syscalls, indicating unusual command execution. | Behavioural anomaly: Short lifetime_seconds and parent_child_rarity of 1 suggest a rare and brief process execution pattern, which is uncommon for benign activities. | Benign-explanation test: Low events_per_second and a short sequence length (seq_length=5) argue against typical admin scripting or health-check processes. | Decide: The high failed_call_rate and rare exec chain, along with the short process lifetime, support the CNN's MALICIOUS classification.",ok,
76261,0,0,1,MALICIOUS,1,0.95,cnn,"[""parent_child_rarity"", ""lifetime_seconds"", ""events_per_second"", ""seq_length"", ""ephemeral_privileged""]","Privilege state: process real UID is root and effective UID is root with no UID change, but parent_child_rarity is unusual. | Mechanism: no setuid/setgid execution, but exec_count is higher than benign and attack populations. | Behavioural anomaly: high failed_call_rate and parent_child_rarity near 1 -- a rare exec chain with frequent syscall errors. | Benign-explanation test: short lifetime and high syscall throughput argue against a routine admin script or health-check. | Decide: the high failed_call_rate and unusual exec chain support the CNN's malicious classification.",ok,
77270,0,0,1,MALICIOUS,1,0.72,cnn,"[""auid_euid_mismatch"", ""events_per_second"", ""failed_call_rate"", ""parent_child_rarity""]","Privilege state: UID changed and auid_euid_mismatch set, indicating potential identity spoofing. | Mechanism: No setuid/setgid execution, but a high syscall throughput (events_per_second at p98) and a short-lived privileged process (ephemeral_privileged set). | Behavioural anomaly: High failed_call_rate (p98 vs benign) and exec_count (p82 vs benign) suggest unusual or failed system interactions. | Benign-explanation test: Short lifetime (p42) and parent_child_rarity (1) argue against typical benign admin activity. | Decide: The evidence of UID change and failed syscalls supports the CNN's malicious classification over XGBoost's benign call.",ok,
78207,0,0,1,BENIGN,0,0.52,xgb,"[""events_per_second"", ""lifetime_seconds"", ""seq_length"", ""uid_is_root"", ""parent_child_rarity""]","Privilege state: process real UID is root, but no UID change and effective UID is also root, no significant max_uid_euid_delta. | Mechanism: no setuid/setgid execution and no shell spawned from a service context, low priv_op_count. | Behavioural anomaly: high syscall throughput (events_per_second at p93) and short lifetime (p42) suggest benign activity, failed_call_rate is not high. | Benign-explanation test: short process lifetime and typical syscall sequence length (seq_length at p46) support admin scripting or health-check. | Decide: the benign explanation is supported by XGBoost's model call and the absence of clear malicious indicators; this supports XGBoost.",ok,
78521,0,0,1,MALICIOUS,1,0.75,cnn,"[""lifetime_seconds"", ""events_per_second"", ""parent_child_rarity"", ""failed_call_rate""]","Privilege state: process with real UID as root and effective UID as root, but no UID change and no significant UID gap -- not a clear privilege escalation. | Mechanism: no setuid/setgid execution and exec chain is not unusual, no shell spawned from a service. | Behavioural anomaly: short lifetime with high syscall throughput and a rare parent-child exec pair; failed_call_rate is high, indicating potential syscall misuse. | Benign-explanation test: short lifetime and high syscall rate do not align with typical admin scripting or cron jobs, and unique_syscalls are not indicative of benign package management. | Decide: despite no clear privilege escalation mechanism, the high failed_call_rate and rare exec pair suggest malicious intent; CNN's call is supported.",ok,
79352,1,0,1,MALICIOUS,1,0.95,cnn,"[""parent_child_rarity"", ""lifetime_seconds"", ""events_per_second"", ""seq_length"", ""ephemeral_privileged""]","Privilege state: process real UID is root and effective UID is root with no UID change, but parent_child_rarity is unusual. | Mechanism: no setuid/setgid execution, but exec_count is higher than benign and attack populations. | Behavioural anomaly: high failed_call_rate and parent_child_rarity near 1 -- a rare exec chain with frequent syscall errors. | Benign-explanation test: short lifetime and high syscall throughput argue against a routine admin script or health-check. | Decide: the high failed_call_rate and unusual exec chain support the CNN's malicious classification.",ok,
79482,0,0,1,MALICIOUS,1,0.95,cnn,"[""failed_call_rate"", ""exec_count"", ""parent_child_rarity"", ""lifetime_seconds"", ""unique_syscalls""]","Privilege state: UID and EUID are both root with no UID change, but a high failed_call_rate suggests attempts to access restricted resources. | Mechanism: No setuid/setgid execution, but a rare exec chain with a high exec_count and unique_syscalls, indicating unusual command execution. | Behavioural anomaly: Short lifetime_seconds and parent_child_rarity of 1 suggest a rare and brief process execution pattern, which is uncommon for benign activities. | Benign-explanation test: Low events_per_second and a short sequence length (seq_length=5) argue against typical admin scripting or health-check processes. | Decide: The high failed_call_rate and rare exec chain, along with the short process lifetime, support the CNN's MALICIOUS classification.",ok,
82062,1,0,1,MALICIOUS,1,0.95,cnn,"[""failed_call_rate"", ""exec_count"", ""parent_child_rarity"", ""lifetime_seconds"", ""unique_syscalls""]","Privilege state: UID and EUID are both root with no UID change, but a high failed_call_rate suggests attempts to access restricted resources. | Mechanism: No setuid/setgid execution, but a rare exec chain with a high exec_count and unique_syscalls, indicating unusual command execution. | Behavioural anomaly: Short lifetime_seconds and parent_child_rarity of 1 suggest a rare and brief process execution pattern, which is uncommon for benign activities. | Benign-explanation test: Low events_per_second and a short sequence length (seq_length=5) argue against typical admin scripting or health-check processes. | Decide: The high failed_call_rate and rare exec chain, along with the short process lifetime, support the CNN's MALICIOUS classification.",ok,
82235,0,0,1,MALICIOUS,1,0.72,cnn,"[""auid_euid_mismatch"", ""events_per_second"", ""failed_call_rate"", ""parent_child_rarity""]","Privilege state: UID changed and auid_euid_mismatch set, indicating potential identity spoofing. | Mechanism: No setuid/setgid execution, but a high syscall throughput (events_per_second at p98) and a short-lived privileged process (ephemeral_privileged set). | Behavioural anomaly: High failed_call_rate (p98 vs benign) and exec_count (p82 vs benign) suggest unusual or failed system interactions. | Benign-explanation test: Short lifetime (p42) and parent_child_rarity (1) argue against typical benign admin activity. | Decide: The evidence of UID change and failed syscalls supports the CNN's malicious classification over XGBoost's benign call.",ok,
82562,1,0,1,MALICIOUS,1,0.95,cnn,"[""failed_call_rate"", ""exec_count"", ""parent_child_rarity"", ""lifetime_seconds"", ""unique_syscalls""]","Privilege state: UID and EUID are both root with no UID change, but a high failed_call_rate suggests attempts to access restricted resources. | Mechanism: No setuid/setgid execution, but a rare exec chain with a high exec_count and unique_syscalls, indicating unusual command execution. | Behavioural anomaly: Short lifetime_seconds and parent_child_rarity of 1 suggest a rare and brief process execution pattern, which is uncommon for benign activities. | Benign-explanation test: Low events_per_second and a short sequence length (seq_length=5) argue against typical admin scripting or health-check processes. | Decide: The high failed_call_rate and rare exec chain, along with the short process lifetime, support the CNN's MALICIOUS classification.",ok,
83183,0,0,1,MALICIOUS,1,0.95,cnn,"[""failed_call_rate"", ""exec_count"", ""parent_child_rarity"", ""lifetime_seconds"", ""unique_syscalls""]","Privilege state: UID and EUID are both root with no UID change, but a high failed_call_rate suggests attempts to access restricted resources. | Mechanism: No setuid/setgid execution, but a rare exec chain with a high exec_count and unique_syscalls, indicating unusual command execution. | Behavioural anomaly: Short lifetime_seconds and parent_child_rarity of 1 suggest a rare and brief process execution pattern, which is uncommon for benign activities. | Benign-explanation test: Low events_per_second and a short sequence length (seq_length=5) argue against typical admin scripting or health-check processes. | Decide: The high failed_call_rate and rare exec chain, along with the short process lifetime, support the CNN's MALICIOUS classification.",ok,
